Reading #,Test Type,Date,Time,Grid ID,Method ID,Method Family,Method Name,User Factor Name,Test Label,Collimation Status,ROHS Beam,Latitude,Longitude,Test Status,User ID,Status ID,Compound Template Name, Units,Mg Concentration,Mg Error1s,Mg Action Level,Mg Compound,Mg Compound Level,Mg Compound Error,Al Concentration,Al Error1s,Al Action Level,Al Compound,Al Compound Level,Al Compound Error,Si Concentration,Si Error1s,Si Action Level,Si Compound,Si Compound Level,Si Compound Error,P Concentration,P Error1s,P Action Level,P Compound,P Compound Level,P Compound Error,S Concentration,S Error1s,S Action Level,S Compound,S Compound Level,S Compound Error,K Concentration,K Error1s,K Action Level,K Compound,K Compound Level,K Compound Error,Ca Concentration,Ca Error1s,Ca Action Level,Ca Compound,Ca Compound Level,Ca Compound Error,Ti Concentration,Ti Error1s,Ti Action Level,Ti Compound,Ti Compound Level,Ti Compound Error,V Concentration,V Error1s,V Action Level,V Compound,V Compound Level,V Compound Error,Cr Concentration,Cr Error1s,Cr Action Level,Cr Compound,Cr Compound Level,Cr Compound Error,Mn Concentration,Mn Error1s,Mn Action Level,Mn Compound,Mn Compound Level,Mn Compound Error,Fe Concentration,Fe Error1s,Fe Action Level,Fe Compound,Fe Compound Level,Fe Compound Error,Co Concentration,Co Error1s,Co Action Level,Co Compound,Co Compound Level,Co Compound Error,Ni Concentration,Ni Error1s,Ni Action Level,Ni Compound,Ni Compound Level,Ni Compound Error,Cu Concentration,Cu Error1s,Cu Action Level,Cu Compound,Cu Compound Level,Cu Compound Error,Zn Concentration,Zn Error1s,Zn Action Level,Zn Compound,Zn Compound Level,Zn Compound Error,As Concentration,As Error1s,As Action Level,As Compound,As Compound Level,As Compound Error,Se Concentration,Se Error1s,Se Action Level,Se Compound,Se Compound Level,Se Compound Error,Rb Concentration,Rb Error1s,Rb Action Level,Rb Compound,Rb Compound Level,Rb Compound Error,Sr Concentration,Sr Error1s,Sr Action Level,Sr Compound,Sr Compound Level,Sr Compound Error,Y Concentration,Y Error1s,Y Action Level,Y Compound,Y Compound Level,Y Compound Error,Zr Concentration,Zr Error1s,Zr Action Level,Zr Compound,Zr Compound Level,Zr Compound Error,Nb Concentration,Nb Error1s,Nb Action Level,Nb Compound,Nb Compound Level,Nb Compound Error,Mo Concentration,Mo Error1s,Mo Action Level,Mo Compound,Mo Compound Level,Mo Compound Error,Ag Concentration,Ag Error1s,Ag Action Level,Ag Compound,Ag Compound Level,Ag Compound Error,Cd Concentration,Cd Error1s,Cd Action Level,Cd Compound,Cd Compound Level,Cd Compound Error,Sn Concentration,Sn Error1s,Sn Action Level,Sn Compound,Sn Compound Level,Sn Compound Error,Sb Concentration,Sb Error1s,Sb Action Level,Sb Compound,Sb Compound Level,Sb Compound Error,Ba Concentration,Ba Error1s,Ba Action Level,Ba Compound,Ba Compound Level,Ba Compound Error,W Concentration,W Error1s,W Action Level,W Compound,W Compound Level,W Compound Error,Hg Concentration,Hg Error1s,Hg Action Level,Hg Compound,Hg Compound Level,Hg Compound Error,Pb Concentration,Pb Error1s,Pb Action Level,Pb Compound,Pb Compound Level,Pb Compound Error,Bi Concentration,Bi Error1s,Bi Action Level,Bi Compound,Bi Compound Level,Bi Compound Error,Th Concentration,Th Error1s,Th Action Level,Th Compound,Th Compound Level,Th Compound Error,U Concentration,U Error1s,U Action Level,U Compound,U Compound Level,U Compound Error,LE Concentration,LE Error1s,LE Action Level,LE Compound,LE Compound Level,LE Compound Error,Historical Test ID,Customer,Project No.,Location,Test Count,Operator,Component,Quality,Retest Note ,Rate,Resolution,Peak1,Peak2,Slope,Offset,Error Code,Instrument Serial Num,Model,Tube Anode,Ambient Pressure 1,Tube Current Set 1,Tube Current Monitor 1,Tube Voltage Set 1,Tube Voltage Monitor 1,Hardware Live Time 1,Live Time 1,Real Time 1,Vacuum Pressure 1,Probe Temperature (°C) 1,Input Count Rate 1,Output Count Rate 1,Clip Top 1,Clip Bottom 1,Pileups 1,Width Rejects 1,Reset Count 1,Lt Multiplier 1,Col Multiplier 1,Energy Slope 1,Energy Offset 1,Exposure Number 1,Ambient Pressure 2,Tube Current Set 2,Tube Current Monitor 2,Tube Voltage Set 2,Tube Voltage Monitor 2,Hardware Live Time 2,Live Time 2,Real Time 2,Vacuum Pressure 2,Probe Temperature (°C) 2,Input Count Rate 2,Output Count Rate 2,Clip Top 2,Clip Bottom 2,Pileups 2,Width Rejects 2,Reset Count 2,Lt Multiplier 2,Col Multiplier 2,Energy Slope 2,Energy Offset 2,Exposure Number 2,Gold Plating,Au Karat,Au Fineness
111,NORMAL,5/17/20,17:30:02,F02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,111,No,,33.58020361,-101.8656614,No error ,Administrator,0,,%,<LOD,2.01052,,,,,1.41825,0.04007,,,,,5.51459,0.02936,,,,,0.32383,0.00497,,,,,0.35846,0.00471,,,,,1.13517,0.00521,,,,,3.90893,0.01288,,,,,0.14106,0.00771,,,,,<LOD,0.00999,,,,,<LOD,0.00483,,,,,0.06692,0.00152,,,,,0.8846,0.00464,,,,,<LOD,0.00517,,,,,<LOD,0.00171,,,,,0.00225,0.00024,,,,,0.01219,0.00025,,,,,0.00063,0.00009,,,,,<LOD,0.00024,,,,,0.00363,0.00007,,,,,0.01682,0.00013,,,,,0.00097,0.00009,,,,,0.01816,0.00015,,,,,0.00034,0.0001,,,,,0.00043,0.00013,,,,,<LOD,0.00228,,,,,<LOD,0.00261,,,,,<LOD,0.00356,,,,,<LOD,0.00454,,,,,<LOD,0.14225,,,,,<LOD,0.00147,,,,,<LOD,0.0009,,,,,0.00256,0.00011,,,,,<LOD,0.00298,,,,,0.00149,0.00026,,,,,<LOD,0.00084,,,,,86.18873,0.05955,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4454,21.8785,30,905,38,78196.1,58101.1,37,758,218715,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.88,9.99,9.98,29.8568,24.8735,30,905,38,88440.2,73678.9,0,0,204070,0,0,1,1,0.0200003,-0.0421731,2,,,
112,NORMAL,5/17/20,17:31:45,E02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,112,No,,33.58012906,-101.8655289,No error ,Administrator,0,,%,<LOD,1.59476,,,,,0.9107,0.03382,,,,,2.96095,0.01876,,,,,0.35615,0.00447,,,,,0.51461,0.00444,,,,,1.33144,0.00511,,,,,4.82347,0.01405,,,,,0.05662,0.00611,,,,,<LOD,0.00775,,,,,<LOD,0.00384,,,,,0.09555,0.00152,,,,,0.46288,0.00282,,,,,0.00292,0.00071,,,,,<LOD,0.00142,,,,,0.00233,0.00021,,,,,0.01902,0.00027,,,,,<LOD,0.00041,,,,,<LOD,0.00022,,,,,0.00228,0.00006,,,,,0.02503,0.00015,,,,,0.0005,0.00008,,,,,0.014,0.00013,,,,,0.00038,0.00009,,,,,<LOD,0.00068,,,,,<LOD,0.00196,,,,,<LOD,0.00223,,,,,<LOD,0.00301,,,,,<LOD,0.00382,,,,,<LOD,0.11786,,,,,<LOD,0.00136,,,,,<LOD,0.00075,,,,,0.00207,0.0001,,,,,<LOD,0.00271,,,,,0.00172,0.00023,,,,,0.0007,0.0001,,,,,88.41669,0.04725,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3618,21.5958,30,905,38,90585.8,66626.6,49,987,274794,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,10.01,29.8173,24.2351,30,905,38,115743,94074.5,0,163,339376,0,0,1,1,0.0200003,-0.0421731,2,,,
113,NORMAL,5/17/20,17:33:11,D02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,113,No,,33.58027859,-101.8656708,No error ,Administrator,0,,%,<LOD,2.3312,,,,,1.32929,0.03751,,,,,4.81003,0.02619,,,,,0.20982,0.00403,,,,,0.29276,0.00412,,,,,1.02153,0.00465,,,,,2.64167,0.0088,,,,,0.12979,0.00697,,,,,<LOD,0.00936,,,,,<LOD,0.00447,,,,,0.05849,0.00131,,,,,1.25483,0.00556,,,,,<LOD,0.00576,,,,,0.00126,0.00033,,,,,0.00233,0.00023,,,,,0.01606,0.00027,,,,,0.00079,0.0001,,,,,<LOD,0.00022,,,,,0.00344,0.00007,,,,,0.01329,0.00011,,,,,0.00097,0.00008,,,,,0.01828,0.00015,,,,,0.00039,0.0001,,,,,<LOD,0.00071,,,,,<LOD,0.00211,,,,,<LOD,0.00242,,,,,<LOD,0.00329,,,,,<LOD,0.00419,,,,,<LOD,0.13266,,,,,<LOD,0.00141,,,,,<LOD,0.00083,,,,,0.00409,0.00012,,,,,<LOD,0.00276,,,,,0.00122,0.00024,,,,,0.00036,0.0001,,,,,88.18929,0.05315,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,904,66.28,66.33,40,40.03,29.3933,21.7027,30,904,39,86581.2,63927.7,44,837,256770,0,0,1,1,0.0200003,-0.0421731,1,904,85.94,85.94,9.99,9.98,29.8624,24.9938,30,904,39,82472.7,69026.8,0,0,178710,0,0,1,1,0.0200003,-0.0421731,2,,,
114,NORMAL,5/17/20,17:34:38,C02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,114,No,,33.58006456,-101.8666688,No error ,Administrator,0,,%,0.89901,0.21354,,,,,1.11645,0.03023,,,,,5.44473,0.02655,,,,,0.25845,0.00376,,,,,0.39633,0.00381,,,,,0.92524,0.0042,,,,,3.94181,0.01338,,,,,0.06983,0.00534,,,,,<LOD,0.00673,,,,,<LOD,0.00345,,,,,0.09189,0.00137,,,,,0.54062,0.00302,,,,,<LOD,0.00327,,,,,<LOD,0.00123,,,,,0.00209,0.00017,,,,,0.01602,0.00023,,,,,0.00035,0.00007,,,,,<LOD,0.00017,,,,,0.00165,0.00005,,,,,0.01919,0.00012,,,,,0.00046,0.00007,,,,,0.00657,0.0001,,,,,<LOD,0.00047,,,,,0.00042,0.0001,,,,,<LOD,0.00171,,,,,<LOD,0.00192,,,,,<LOD,0.00253,,,,,<LOD,0.00319,,,,,<LOD,0.09845,,,,,<LOD,0.00111,,,,,<LOD,0.00064,,,,,0.00188,0.00008,,,,,<LOD,0.00242,,,,,0.00194,0.00021,,,,,0.00058,0.00009,,,,,86.2645,0.19171,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3225,21.4165,30,905,39,97718.3,71371.2,48,723,309381,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8048,24.0757,30,905,40,120716,97512.1,0,0,366454,0,0,1,1,0.0200003,-0.0421731,2,,,
115,NORMAL,5/17/20,17:36:16,B02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,115,No,,33.58041433,-101.8655382,No error ,Administrator,0,,%,0.80457,0.19508,,,,,1.15445,0.0294,,,,,4.2437,0.02161,,,,,0.23528,0.00343,,,,,0.38255,0.00353,,,,,1.05073,0.00433,,,,,3.86152,0.01249,,,,,0.08326,0.00547,,,,,<LOD,0.00687,,,,,<LOD,0.00341,,,,,0.08505,0.00129,,,,,0.59129,0.00307,,,,,<LOD,0.00335,,,,,<LOD,0.00116,,,,,0.00221,0.00017,,,,,0.01597,0.00022,,,,,<LOD,0.00037,,,,,<LOD,0.00018,,,,,0.00254,0.00005,,,,,0.02216,0.00013,,,,,0.00072,0.00006,,,,,0.01272,0.00011,,,,,0.00031,0.00008,,,,,<LOD,0.00057,,,,,<LOD,0.00167,,,,,<LOD,0.00189,,,,,<LOD,0.00254,,,,,<LOD,0.00322,,,,,0.03992,0.00963,,,,,<LOD,0.00113,,,,,<LOD,0.00064,,,,,0.00238,0.00009,,,,,<LOD,0.00228,,,,,<LOD,0.00109,,,,,0.00027,0.00008,,,,,87.40839,0.17748,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.212,20.957,30,905,40,112426,80655.8,83,1210,388622,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.796,23.8629,30,905,41,126826,101572,0,0,402604,0,0,1,1,0.0200003,-0.0421731,2,,,
116,NORMAL,5/17/20,17:37:44,A02,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,116,No,,33.58041433,-101.8655382,No error ,Administrator,0,,%,0.64963,0.17345,,,,,3.25805,0.03807,,,,,15.5418,0.05273,,,,,0.11278,0.00298,,,,,0.11529,0.00303,,,,,1.0383,0.00439,,,,,1.17933,0.00436,,,,,0.22675,0.00725,,,,,<LOD,0.00923,,,,,0.00437,0.00094,,,,,0.03782,0.00107,,,,,1.27634,0.00526,,,,,<LOD,0.00498,,,,,0.00108,0.00028,,,,,0.0019,0.0002,,,,,0.01982,0.00027,,,,,0.00146,0.00012,,,,,<LOD,0.00022,,,,,0.00464,0.00007,,,,,0.00904,0.00008,,,,,0.00133,0.00007,,,,,0.02722,0.00015,,,,,0.00072,0.00008,,,,,<LOD,0.00061,,,,,<LOD,0.00187,,,,,<LOD,0.00214,,,,,<LOD,0.00295,,,,,<LOD,0.00379,,,,,<LOD,0.12577,,,,,<LOD,0.00133,,,,,<LOD,0.00076,,,,,0.00872,0.00014,,,,,0.00138,0.00042,,,,,<LOD,0.0011,,,,,<LOD,0.00064,,,,,76.48223,0.1489,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1656,20.721,30,905,40,117355,83375.6,124,1726,419129,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8551,24.7604,30,905,40,86369.7,71630.8,0,0,194994,0,0,1,1,0.0200003,-0.0421731,2,,,
117,NORMAL,5/17/20,17:40:31,H03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,117,No,,33.58021224,-101.8654901,No error ,Administrator,0,,%,<LOD,1.49736,,,,,1.3216,0.03836,,,,,6.79845,0.03132,,,,,0.46537,0.00541,,,,,0.51586,0.00508,,,,,1.65286,0.00643,,,,,4.32319,0.01326,,,,,0.08292,0.00658,,,,,<LOD,0.00797,,,,,<LOD,0.00408,,,,,0.1018,0.00167,,,,,0.50761,0.00317,,,,,<LOD,0.00374,,,,,<LOD,0.00156,,,,,0.00242,0.00022,,,,,0.01798,0.00028,,,,,<LOD,0.00047,,,,,<LOD,0.00023,,,,,0.00157,0.00006,,,,,0.01781,0.00013,,,,,0.00043,0.00008,,,,,0.00852,0.00012,,,,,<LOD,0.00057,,,,,<LOD,0.00072,,,,,<LOD,0.00204,,,,,<LOD,0.00229,,,,,<LOD,0.00306,,,,,<LOD,0.00388,,,,,<LOD,0.12216,,,,,<LOD,0.00136,,,,,<LOD,0.00078,,,,,0.00263,0.00011,,,,,<LOD,0.00294,,,,,0.00277,0.00025,,,,,0.00087,0.00011,,,,,84.17533,0.06019,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5033,22.0711,30,905,41,70927.9,53060.3,22,401,186879,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.822,24.2828,30,905,41,109342,89032.3,0,0,305006,0,0,1,1,0.0200003,-0.0421731,2,,,
118,NORMAL,5/17/20,17:42:02,G03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,118,No,,33.58030398,-101.865556,No error ,Administrator,0,,%,0.94697,0.26752,,,,,0.88421,0.03564,,,,,4.46542,0.02695,,,,,0.34258,0.00469,,,,,0.34564,0.0044,,,,,1.55001,0.00724,,,,,3.39396,0.01377,,,,,0.04035,0.00573,,,,,<LOD,0.0071,,,,,<LOD,0.00357,,,,,0.11177,0.00168,,,,,0.3129,0.00246,,,,,0.00242,0.00061,,,,,<LOD,0.00143,,,,,0.00313,0.00021,,,,,0.01795,0.00027,,,,,<LOD,0.00038,,,,,<LOD,0.00021,,,,,0.0014,0.00006,,,,,0.02268,0.00015,,,,,0.00044,0.00008,,,,,0.00747,0.00011,,,,,<LOD,0.00053,,,,,<LOD,0.00067,,,,,<LOD,0.00189,,,,,<LOD,0.00211,,,,,<LOD,0.00278,,,,,<LOD,0.00351,,,,,<LOD,0.1094,,,,,<LOD,0.0013,,,,,<LOD,0.00073,,,,,0.00165,0.00009,,,,,<LOD,0.00277,,,,,0.00239,0.00023,,,,,0.00106,0.00011,,,,,87.54561,0.24191,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.4667,21.9109,30,905,41,76392.7,56804.3,23,654,208642,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.83,24.4958,30,905,41,102032,83786.5,0,0,266634,0,0,1,1,0.0200003,-0.0421731,2,,,
119,NORMAL,5/17/20,17:43:40,F03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,119,No,,33.5803826,-101.865495,No error ,Administrator,0,,%,<LOD,1.6594,,,,,1.63596,0.03545,,,,,6.67735,0.02952,,,,,0.27401,0.00415,,,,,0.4176,0.00432,,,,,0.89905,0.00405,,,,,3.04479,0.00922,,,,,0.17754,0.0069,,,,,<LOD,0.00906,,,,,<LOD,0.00434,,,,,0.08794,0.00147,,,,,1.14219,0.00491,,,,,<LOD,0.00518,,,,,<LOD,0.00145,,,,,0.00251,0.00022,,,,,0.01738,0.00027,,,,,0.00041,0.00009,,,,,<LOD,0.00021,,,,,0.00411,0.00007,,,,,0.01622,0.00012,,,,,0.0011,0.00008,,,,,0.01882,0.00014,,,,,0.00044,0.00009,,,,,<LOD,0.00067,,,,,<LOD,0.00198,,,,,<LOD,0.00225,,,,,<LOD,0.00305,,,,,<LOD,0.00388,,,,,<LOD,0.12512,,,,,<LOD,0.00136,,,,,<LOD,0.0008,,,,,0.00372,0.00011,,,,,<LOD,0.00261,,,,,0.00073,0.00023,,,,,<LOD,0.00075,,,,,85.57812,0.05467,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3476,21.5021,30,905,41,93568.8,68555,50,612,289212,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.836,24.5552,30,905,41,98496.7,81063.4,0,234,249975,0,0,1,1,0.0200003,-0.0421731,2,,,
120,NORMAL,5/17/20,17:45:38,E03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,120,No,,33.58009762,-101.8656398,No error ,Administrator,0,,%,0.87664,0.24972,,,,,0.76895,0.03094,,,,,3.97394,0.02366,,,,,0.16,0.00347,,,,,0.24611,0.00357,,,,,0.96306,0.00471,,,,,3.41685,0.01298,,,,,0.03208,0.00541,,,,,<LOD,0.00645,,,,,<LOD,0.00339,,,,,0.06614,0.00124,,,,,0.22543,0.0019,,,,,<LOD,0.00238,,,,,<LOD,0.00129,,,,,0.00139,0.00018,,,,,0.01245,0.00021,,,,,<LOD,0.00035,,,,,<LOD,0.00019,,,,,0.0014,0.00005,,,,,0.0346,0.00019,,,,,0.0004,0.00007,,,,,0.00788,0.00011,,,,,<LOD,0.0005,,,,,<LOD,0.00063,,,,,<LOD,0.0018,,,,,<LOD,0.00203,,,,,<LOD,0.00269,,,,,<LOD,0.0034,,,,,<LOD,0.10036,,,,,<LOD,0.00114,,,,,<LOD,0.00066,,,,,0.00145,0.00008,,,,,<LOD,0.00258,,,,,0.00182,0.00022,,,,,0.0009,0.0001,,,,,89.20853,0.22902,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.348,21.4542,30,905,41,92919.6,67926.8,44,693,286714,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8392,24.5266,30,905,41,98396.1,80877.7,0,0,249325,0,0,1,1,0.0200003,-0.0421731,2,,,
121,NORMAL,5/17/20,17:47:17,D03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,121,No,,33.58026623,-101.8655305,No error ,Administrator,0,,%,<LOD,1.75438,,,,,1.69774,0.0348,,,,,7.72272,0.03184,,,,,0.19545,0.00366,,,,,0.23575,0.00364,,,,,0.83466,0.0038,,,,,2.38745,0.00735,,,,,0.23097,0.00722,,,,,<LOD,0.00937,,,,,<LOD,0.00428,,,,,0.07083,0.00133,,,,,1.30085,0.00527,,,,,<LOD,0.00544,,,,,<LOD,0.0014,,,,,0.00247,0.00021,,,,,0.01753,0.00027,,,,,0.00091,0.00009,,,,,<LOD,0.00021,,,,,0.00406,0.00007,,,,,0.01611,0.00012,,,,,0.00107,0.00008,,,,,0.01942,0.00014,,,,,0.00054,0.00009,,,,,<LOD,0.00065,,,,,<LOD,0.00194,,,,,<LOD,0.00221,,,,,<LOD,0.00299,,,,,<LOD,0.00381,,,,,0.04508,0.01147,,,,,<LOD,0.0013,,,,,<LOD,0.00079,,,,,0.0038,0.00011,,,,,<LOD,0.00256,,,,,0.00108,0.00023,,,,,0.00032,0.0001,,,,,85.2112,0.05574,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3244,21.4548,30,905,41,97224.6,71133.2,60,968,306816,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8501,24.8076,30,905,41,89631.3,74490.1,0,0,209545,0,0,1,1,0.0200003,-0.0421731,2,,,
122,NORMAL,5/17/20,17:49:25,C03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,122,No,,33.58043017,-101.8655022,No error ,Administrator,0,,%,0.57702,0.16046,,,,,1.40199,0.02728,,,,,5.64632,0.02291,,,,,0.30084,0.0033,,,,,0.38489,0.00317,,,,,1.10881,0.00395,,,,,2.82959,0.00808,,,,,0.07821,0.00439,,,,,<LOD,0.0054,,,,,<LOD,0.00264,,,,,0.04446,0.00086,,,,,0.35656,0.00196,,,,,<LOD,0.00221,,,,,<LOD,0.00093,,,,,0.00132,0.00014,,,,,0.01923,0.00021,,,,,<LOD,0.00025,,,,,<LOD,0.00014,,,,,0.00067,0.00004,,,,,0.04191,0.00017,,,,,0.00018,0.00005,,,,,0.00302,0.00008,,,,,<LOD,0.00039,,,,,<LOD,0.00049,,,,,<LOD,0.00138,,,,,<LOD,0.00154,,,,,<LOD,0.00201,,,,,<LOD,0.00251,,,,,<LOD,0.07898,,,,,<LOD,0.00096,,,,,<LOD,0.00051,,,,,0.00063,0.00006,,,,,<LOD,0.00207,,,,,0.00109,0.00018,,,,,0.00111,0.00008,,,,,87.20216,0.14625,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1361,20.7397,30,905,42,125756,89515.9,119,1068,466618,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.7904,23.8395,30,905,42,129410,103559,0,0,418312,0,0,1,1,0.0200003,-0.0421731,2,,,
123,NORMAL,5/17/20,17:50:58,B03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,123,No,,33.58022868,-101.8655305,No error ,Administrator,0,,%,1.25099,0.24372,,,,,0.96013,0.03337,,,,,3.8697,0.02336,,,,,0.23756,0.0039,,,,,0.42652,0.00432,,,,,1.23719,0.00568,,,,,3.20015,0.01213,,,,,0.06483,0.00535,,,,,<LOD,0.00663,,,,,<LOD,0.00329,,,,,0.08693,0.0014,,,,,0.33393,0.00238,,,,,<LOD,0.00272,,,,,<LOD,0.00125,,,,,0.00159,0.00017,,,,,0.01084,0.0002,,,,,<LOD,0.00031,,,,,<LOD,0.00017,,,,,0.00104,0.00005,,,,,0.01954,0.00013,,,,,<LOD,0.00042,,,,,0.00408,0.0001,,,,,<LOD,0.0005,,,,,<LOD,0.00062,,,,,<LOD,0.00172,,,,,<LOD,0.00192,,,,,<LOD,0.0025,,,,,<LOD,0.00312,,,,,<LOD,0.0981,,,,,<LOD,0.0011,,,,,<LOD,0.00062,,,,,0.0008,0.00008,,,,,<LOD,0.00257,,,,,0.0024,0.00022,,,,,0.00086,0.0001,,,,,88.29095,0.22283,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4393,21.757,30,905,42,80726.7,59660.9,27,549,228785,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8188,24.2753,30,905,42,107972,87899.6,0,0,298049,0,0,1,1,0.0200003,-0.0421731,2,,,
124,NORMAL,5/17/20,17:52:30,A03,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,124,No,,33.5800702,-101.86558,No error ,Administrator,0,,%,<LOD,1.99752,,,,,0.79108,0.02854,,,,,2.76097,0.01635,,,,,0.20261,0.00318,,,,,0.25783,0.00314,,,,,1.07911,0.00393,,,,,2.28703,0.00637,,,,,0.05051,0.00481,,,,,<LOD,0.00586,,,,,<LOD,0.003,,,,,0.05855,0.00106,,,,,0.28725,0.00185,,,,,<LOD,0.00235,,,,,<LOD,0.0011,,,,,0.00306,0.00017,,,,,0.00868,0.00016,,,,,<LOD,0.00032,,,,,<LOD,0.00016,,,,,0.00146,0.00005,,,,,0.0136,0.00009,,,,,0.00039,0.00006,,,,,0.00824,0.00009,,,,,<LOD,0.00044,,,,,<LOD,0.00055,,,,,<LOD,0.00159,,,,,<LOD,0.00179,,,,,<LOD,0.00237,,,,,<LOD,0.00301,,,,,<LOD,0.08752,,,,,<LOD,0.00094,,,,,<LOD,0.00055,,,,,0.00156,0.00008,,,,,<LOD,0.00222,,,,,0.00089,0.00019,,,,,0.00054,0.00008,,,,,92.18665,0.03611,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.2175,20.98,30,905,42,110198,79129.1,101,1308,379518,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8243,24.4243,30,905,42,103533,84786.9,0,0,275149,0,0,1,1,0.0200003,-0.0421731,2,,,
125,NORMAL,5/17/20,17:54:36,H04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,125,No,,33.58027342,-101.8655144,No error ,Administrator,0,,%,1.1425,0.28501,,,,,1.28943,0.04042,,,,,7.14003,0.0394,,,,,0.47266,0.00588,,,,,0.61666,0.00597,,,,,1.72684,0.00853,,,,,4.47553,0.01908,,,,,0.10736,0.00743,,,,,<LOD,0.00902,,,,,<LOD,0.00445,,,,,0.11759,0.00192,,,,,0.56935,0.00392,,,,,<LOD,0.00419,,,,,<LOD,0.00171,,,,,0.00296,0.00024,,,,,0.02496,0.00036,,,,,<LOD,0.00051,,,,,<LOD,0.00025,,,,,0.00208,0.00007,,,,,0.0144,0.00013,,,,,0.00057,0.00009,,,,,0.01245,0.00014,,,,,<LOD,0.0006,,,,,0.00044,0.00013,,,,,<LOD,0.00221,,,,,<LOD,0.00249,,,,,<LOD,0.00333,,,,,<LOD,0.00424,,,,,<LOD,0.13711,,,,,<LOD,0.00161,,,,,<LOD,0.00085,,,,,0.00292,0.00012,,,,,<LOD,0.00308,,,,,0.0025,0.00026,,,,,0.00049,0.00011,,,,,82.27828,0.24645,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5266,22.1642,30,905,42,67463,50641.3,20,271,173134,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.88,9.99,9.98,29.833,24.4463,30,905,42,103091,84476.7,0,0,273058,0,0,1,1,0.0200003,-0.0421731,2,,,
